Reference Year,Basis Type,Season,State,Crop,Human Labour Cost (₹/ha),Seasonal Avg Daily Wage (₹/day),Yield (qtl/ha),Wage Reference Period,Human Labour Source,Wage Source,Yield Source,Source Report,Annex 5.6 Report Page,Notes
2023-24,Actual,Kharif,West Bengal,Paddy,41081,364.9,45.89,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",229,
2023-24,Actual,Kharif,West Bengal,Sesamum,36137,364.9,12.36,May–November 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",267,
2023-24,Actual,Rabi,Andhra Pradesh,Gram,10978,548.4,16.4,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",199,
2023-24,Actual,Rabi,Assam,Rapeseed & Mustard,16316,383.3,10.1,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",207,
2023-24,Actual,Rabi,Bihar,Gram,15291,369.7,14,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",199,
2023-24,Actual,Rabi,Bihar,Lentil (Masur),13146,369.7,10.61,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",205,
2023-24,Actual,Rabi,Bihar,Rapeseed & Mustard,14524,369.7,10.3,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",207,
2023-24,Actual,Rabi,Bihar,Wheat,15920,369.7,30.2,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",191,
2023-24,Actual,Rabi,Chhattisgarh,Gram,9735,,14.1,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",200,
2023-24,Actual,Rabi,Chhattisgarh,Wheat,8186,,25.1,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",191,
2023-24,Actual,Rabi,Gujarat,Gram,22645,282,16.4,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",200,
2023-24,Actual,Rabi,Gujarat,Rapeseed & Mustard,26532,282,19.9,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",208,
2023-24,Actual,Rabi,Gujarat,Wheat,15996,282,35.5,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",192,
2023-24,Actual,Rabi,Haryana,Gram,13843,468.1,9.1,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",201,
2023-24,Actual,Rabi,Haryana,Rapeseed & Mustard,12120,468.1,17.2,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",208,
2023-24,Actual,Rabi,Haryana,Wheat,9522,468.1,47.1,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",192,
2023-24,Actual,Rabi,Himachal Pradesh,Barley,23902,488.9,11.9,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",197,
2023-24,Actual,Rabi,Himachal Pradesh,Rapeseed & Mustard,17074,488.9,4.9,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",209,
2023-24,Actual,Rabi,Himachal Pradesh,Wheat,16701,488.9,20.8,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",193,
2023-24,Actual,Rabi,Jharkhand,Gram,22086,,6,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",201,
2023-24,Actual,Rabi,Jharkhand,Rapeseed & Mustard,19384,,7.3,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",209,
2023-24,Actual,Rabi,Jharkhand,Wheat,16761,,25.4,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",193,
2023-24,Actual,Rabi,Karnataka,Gram,12369,442.1,9.3,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",202,
2023-24,Actual,Rabi,Karnataka,Safflower,8695,442.1,4.4,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",213,
2023-24,Actual,Rabi,Madhya Pradesh,Gram,10353,271.4,12.6,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",202,
2023-24,Actual,Rabi,Madhya Pradesh,Lentil (Masur),10071,271.4,11.2,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",205,
2023-24,Actual,Rabi,Madhya Pradesh,Rapeseed & Mustard,12458,271.4,16.3,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",210,
2023-24,Actual,Rabi,Madhya Pradesh,Wheat,11276,271.4,37.3,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",194,
2023-24,Actual,Rabi,Maharashtra,Gram,17665,370,13.6,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",203,
2023-24,Actual,Rabi,Maharashtra,Wheat,17545,370,30,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",194,
2023-24,Actual,Rabi,Punjab,Rapeseed & Mustard,16732,425.9,15.6,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",210,
2023-24,Actual,Rabi,Punjab,Wheat,5349,425.9,51.8,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",195,
2023-24,Actual,Rabi,Rajasthan,Barley,30501,389.4,40.8,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",197,
2023-24,Actual,Rabi,Rajasthan,Gram,20675,389.4,11.5,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",203,
2023-24,Actual,Rabi,Rajasthan,Rapeseed & Mustard,22520,389.4,14.6,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",211,
2023-24,Actual,Rabi,Rajasthan,Wheat,31508,389.4,40.2,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",195,
2023-24,Actual,Rabi,Telangana,Gram,11995,,11.6,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",204,
2023-24,Actual,Rabi,Uttar Pradesh,Barley,21533,357.7,35.4,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",198,
2023-24,Actual,Rabi,Uttar Pradesh,Gram,19540,357.7,9.2,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",204,
2023-24,Actual,Rabi,Uttar Pradesh,Lentil (Masur),14378,357.7,8.7,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",206,
2023-24,Actual,Rabi,Uttar Pradesh,Rapeseed & Mustard,14485,357.7,13.3,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",211,
2023-24,Actual,Rabi,Uttar Pradesh,Wheat,17126,357.7,38.4,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",196,
2023-24,Actual,Rabi,West Bengal,Lentil (Masur),22495,369,11.4,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",206,
2023-24,Actual,Rabi,West Bengal,Rapeseed & Mustard,23730,369,14.1,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",212,
2023-24,Actual,Rabi,West Bengal,Wheat,15304,369,35.8,October 2023–April 2024,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",196,
2025-26,Projected,Kharif,Andhra Pradesh,Arhar (Tur),,,6.6,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Cotton,,,16.29,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Groundnut,,,11.58,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Jowar,,,49.42,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Maize,,,74.13,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Moong,,,7.52,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Paddy,,,60.18,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Sesamum,,,3.51,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Sunflower,,,11.35,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Andhra Pradesh,Urad,,,10.78,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Assam,Paddy,,,36.9,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Bihar,Maize,,,45.4,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Bihar,Paddy,,,30.32,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Chhattisgarh,Paddy,,,42.72,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Arhar (Tur),,,9.41,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Bajra,,,30.35,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Cotton,,,16.68,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Groundnut,,,17.69,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Maize,,,22.21,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Moong,,,6.05,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Paddy,,,40.22,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Sesamum,,,5.28,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Soybean,,,15.66,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Gujarat,Urad,,,4.72,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Haryana,Bajra,,,22.48,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Haryana,Cotton,,,12.26,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Haryana,Paddy,,,53.38,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Himachal Pradesh,Maize,,,19.01,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Himachal Pradesh,Paddy,,,28.38,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Jharkhand,Paddy,,,27.05,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Arhar (Tur),,,7.2,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Cotton,,,13.11,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Groundnut,,,10.96,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Jowar,,,11.11,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Maize,,,34.82,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Moong,,,5.26,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Paddy,,,49.02,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Ragi,,,14.96,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Soybean,,,14.53,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Sunflower,,,9.21,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Karnataka,Urad,,,5.1,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Kerala,Paddy,,,37.41,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Madhya Pradesh,Cotton,,,15.96,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Madhya Pradesh,Maize,,,32.44,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Madhya Pradesh,Paddy,,,43.12,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Madhya Pradesh,Sesamum,,,5.58,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Madhya Pradesh,Soybean,,,11.24,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Madhya Pradesh,Urad,,,6.49,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Arhar (Tur),,,18.15,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Bajra,,,24.64,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Cotton,,,14.2,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Groundnut,,,11.9,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Jowar,,,11.88,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Maize,,,57.52,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Moong,,,7.96,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Paddy,,,21.07,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Soybean,,,15.86,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Maharashtra,Urad,,,7.06,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Odisha,Arhar (Tur),,,4.14,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Odisha,Cotton,,,14.34,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Odisha,Groundnut,,,8.42,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Odisha,Moong,,,4.1,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Odisha,Nigerseed,,,3.72,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Odisha,Paddy,,,42.6,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Odisha,Ragi,,,9.36,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
2025-26,Projected,Kharif,Odisha,Urad,,,3.68,,,,Annex 5.5 – Projected Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",,Projected row contains projected yield only; labour cost and wage are intentionally left blank.
